Element ,bubble sort,insertion sort,selection sort,quicksort,merge sort
37320,1749058880,149051899,393613695,2571867,4803355
37340,1770327508,149048138,376254509,2492319,4175541
37360,1673499474,174946640,397631960,3047433,5562879
37380,1891746087,157885585,525215020,2651609,4177299
37400,1867079621,148876635,377364211,2485019,4182737
37420,1648160823,146683794,377450660,2528810,4229218
37440,1730184949,150940794,410855574,2527036,4782279
37460,1772317658,148906846,403340012,2471453,4891294
37480,1724422917,149820475,383250131,2543776,4247219
37500,1739659386,152920184,409993187,2923934,4236886
37520,1826734574,149395955,403653717,2535621,4647256
37540,1698370783,148414127,387571033,2512308,5733664
37560,1730776604,160976320,402843177,2590678,5399720
37580,1884980073,157641090,389413732,2488662,5333805
37600,1735496269,148748731,444132562,2535558,4537843
37620,1722808526,152925658,406924538,2571367,4272916
37640,1819918714,152451870,387684900,2535378,4220181
37660,1692164531,180878554,394911918,3016809,4214156
37680,1747185220,149888999,382486662,2477962,4212900
37700,1668579302,149034562,384654285,2516980,4845819
37720,1734202710,151495667,385585092,2534381,4220821
37740,1675291706,151461509,385479529,2502719,4214187
37760,1791967888,150302898,406829369,2490274,4313194
37780,1909209978,158974399,398524998,2509837,4226028
37800,1715382525,184121915,390535371,2523192,4222086
37820,1786111909,159191094,431449088,2524742,5118107
37840,2021430873,238783337,407660541,2736344,4733977
37860,1737117689,158755453,403685123,2534794,4603166
37880,1707381039,154813996,400979711,2520703,5122007
37900,1764644049,153635222,388582719,2543394,4262580
37920,1686017928,151878888,389970941,2570895,4236587
37940,1686532808,153249166,389454253,2580274,4248712
37960,1684575698,152465252,393264369,2586445,4279602
37980,1689861243,154532343,389814876,2538129,4256633
38000,1705806819,152003154,390282268,2520683,4247002
38020,1692665464,155320829,392178032,2534278,4327321
38040,1724952050,153909053,394816854,3101800,4441754
38060,1700765700,155323105,393934733,2587306,4327588
38080,1737885720,192198697,396406296,2567868,4269644
38100,1698862822,152170014,392082095,2534644,4687279
38120,1689355370,153840500,393492650,2563984,4255613
38140,1705607054,155450634,395746584,2613873,4289974
38160,1707543878,155470528,396180832,2550434,4284085
38180,1699348525,155686435,450674446,2542420,4363666
38200,1786230682,235313955,478171713,3816295,5999177
38220,1744216997,172002904,435581951,2595209,4302692
38240,1738295947,167531312,396528872,2581719,4446958
38260,1775106344,156349757,395234880,2625937,4278880
38280,1769208010,153932952,425778791,2531190,4915594
38300,1807788720,207539237,429267482,3281156,4887815
38320,1776372794,159395301,400195252,2566597,4298235
38340,1725662947,158634736,397010923,2558518,4286296
38360,1726820529,156424941,399000941,2612076,4807952
38380,1723779457,158215046,399493969,2607025,4309991
38400,1717346452,160542646,398973186,2567177,4382097
38420,1729032012,156181108,400246166,2560168,4341951
38440,1735762007,156939852,401124318,2550650,4294433
38460,1741941000,157830967,401137325,2581117,4296595
38480,1732733976,158103613,400451552,2598104,4295347
38500,1733384887,158039374,401570530,2624821,4327468
38520,1736904243,158454826,401613814,2571947,4374821
38540,1742050408,157849348,404360818,2605408,4335608
38560,1743205984,157443039,401664473,2520806,4308994
38580,1744303309,157801734,402684166,2638806,4357881
38600,1746962165,156125371,407933134,2651061,4322488
38620,1753954714,159227310,402143257,2610578,4751244
38640,1739592641,157985342,403921834,2589283,4316951
38660,1743798990,156581210,405705929,2600090,4362381
38680,1742807045,157834258,402992819,2538020,4322450
38700,1763612572,159298759,405066699,2567207,4326971
38720,1763322062,158026740,405547204,2583646,4331992
38740,1758048160,159617888,474387642,3039867,8226154
38760,1877840055,158908978,421794504,2575878,4373961
38780,1769675749,159814057,419138793,3170518,4349339
38800,1849286974,194619315,663278904,2619527,4359780
38820,1870890170,159194593,405190165,2553538,4368449
38840,1760498234,159164068,413987304,2644742,4370210
38860,1771042506,158628417,406428220,2662510,4346581
38880,1770392349,161678924,406020921,2619384,4757328
38900,1766362831,158455516,406603998,2609962,4357182
38920,1762161189,159274382,406448816,2595914,4341632
38940,1767229839,159887106,409202575,2589575,4355442
38960,1766579734,159876650,407706601,2628266,4349043
38980,1775830503,159359771,409530865,2563905,4360726
39000,1779265554,161741970,408564044,2635280,4799152
39020,1780462929,161705247,409162513,2607646,4351769
39040,1783930792,160691865,413988556,2579103,4380563
39060,1790492108,162863632,409499869,2639520,4372833
39080,1790153698,162643255,409814948,2652922,4359143
39100,1784590893,160052385,411982727,2583711,4406921
39120,1781292554,162782593,415154595,2628330,4369277
39140,1792891288,162417633,412202151,2601948,4380671
39160,1785061608,161449304,413404042,2636663,4387014
39180,1797101690,162669031,413086745,2587371,4378799
39200,1797049971,162688253,414275234,2597004,4382171
39220,1796482845,160931468,414662651,2675512,4387467
39240,1794859935,162955809,416342072,2614200,4390316
39260,1803498156,161778154,415578598,2617080,4846409
39280,1798252250,163647545,417690143,2692228,4393396
39300,1806041601,162842998,418327193,2594676,4433950
39320,1807700448,161871836,414400082,2650091,4409266
39340,1809846046,164506501,418863894,2604934,4472166
39360,1816522396,162561233,419811648,2644561,4416137
39380,1807771356,166097390,417998463,2659566,4877578
39400,1814117474,163330594,416881385,2613483,4433255
39420,1819535657,164695672,421192368,2624001,4480790
39440,1823714339,165237112,418793544,2655246,4415032
39460,1813055520,162901642,421462425,2607149,4432560
39480,1821181284,168032266,418081038,2672738,4427966
39500,1827606226,162981402,422205883,2634570,4975609
39520,1818126817,162860032,421091572,2657659,4425707
39540,1847505715,163992696,421152594,2583984,4424852
39560,1832769502,164588193,423440159,2618342,4427903
39580,1833309800,164646644,422599466,2644934,4445820
39600,1840508829,165445635,421564364,2701766,4430176
39620,1832971549,168371402,424344712,2626807,4430370
39640,1821692796,165581574,422116554,2616496,4867641
39660,1837804180,164010261,423975143,2637469,4437239
39680,1849217154,168783118,425980546,2634401,4502273
39700,1836439620,167206865,424795224,2677165,4441357
39720,1848950143,165691595,425302341,2682725,4454945
39740,1844138975,166525160,424996770,2712252,4455657
39760,1858675495,165931592,425822797,2650000,4929418
39780,1836586711,168098018,428371747,2636335,4470479
39800,1840797617,169408727,426828141,2707259,4471246
39820,1852920899,166552686,426941629,2670644,4465480
39840,1859661310,167483256,430135327,2718929,4583309
39860,1850004256,167490641,427690721,2636238,4498793
39880,1847845840,166498796,428334996,2628592,4892231
39900,1853342479,166344304,428111383,2693295,4479100
39920,1869066135,167045448,429699473,2642243,4468838
39940,1863774668,167387328,430257604,2622410,4467789
39960,1863216725,167942342,430187898,2666277,4488607
39980,1867610065,169137015,430178356,2712035,4474677
40000,1870687421,167775030,431190550,2689778,4992528
